Sample in Buffer,Sample in Window,TRIGGER,u_FFT_Top/current_state[2:0],u_FFT_Top/next_state[2:0],u_FFT_Top/row_count[3:0],u_FFT_Top/col_count[7:0],u_FFT_Top/data_count[7:0],u_FFT_Top/ram_we,u_FFT_Top/s_axis_data_tvalid,u_FFT_Top/s_axis_data_tready,u_FFT_Top/fft_256_valid_out,u_FFT_Top/fft_256_ready_out,u_FFT_Top/fft_16_valid_out_1,u_FFT_Top/fft_16_ready_in
468,468,0,2,2,0,02,0a,0,1,0,0,1,0,1
469,469,0,2,2,0,02,0b,0,1,0,0,1,0,1
470,470,0,2,2,0,02,0c,0,1,0,0,1,0,1
471,471,0,2,2,0,02,0d,0,1,0,0,1,0,1
472,472,0,2,2,0,02,0e,0,1,0,0,1,0,1
473,473,0,2,2,0,02,0f,0,1,0,0,1,0,1
474,474,0,2,2,0,03,00,0,1,0,0,1,0,1
475,475,0,2,2,0,03,01,0,1,0,0,1,0,1
476,476,0,2,2,0,03,02,0,1,0,0,1,0,1
477,477,0,2,2,0,03,03,0,1,0,0,1,0,1
478,478,0,2,2,0,03,04,0,1,0,0,1,0,1
479,479,0,2,2,0,03,05,0,1,0,0,1,0,1
480,480,0,2,2,0,03,06,0,1,0,0,1,0,1
481,481,0,2,2,0,03,07,0,1,0,0,1,0,1
482,482,0,2,2,0,03,08,0,1,0,0,1,0,1
483,483,0,2,2,0,03,09,0,1,0,0,1,0,1
484,484,0,2,2,0,03,0a,0,1,0,0,1,0,1
485,485,0,2,2,0,03,0b,0,1,0,0,1,0,1
486,486,0,2,2,0,03,0c,0,1,0,0,1,0,1
487,487,0,2,2,0,03,0d,0,1,0,0,1,0,1
488,488,0,2,2,0,03,0e,0,1,0,0,1,0,1
489,489,0,2,2,0,03,0f,0,1,0,0,1,0,1
490,490,0,2,2,0,04,00,0,1,0,0,1,0,1
491,491,0,2,2,0,04,01,0,1,0,0,1,0,1
492,492,0,2,2,0,04,02,0,1,0,0,1,0,1
493,493,0,2,2,0,04,03,0,1,0,0,1,0,1
494,494,0,2,2,0,04,04,0,1,0,0,1,0,1
495,495,0,2,2,0,04,05,0,1,0,0,1,0,1
496,496,0,2,2,0,04,06,0,1,0,0,1,0,1
497,497,0,2,2,0,04,07,0,1,0,0,1,0,1
498,498,0,2,2,0,04,08,0,1,0,0,1,0,1
499,499,0,2,2,0,04,09,0,1,0,0,1,0,1
500,500,0,2,2,0,04,0a,0,1,0,0,1,0,1
501,501,0,2,2,0,04,0b,0,1,0,0,1,0,1
502,502,0,2,2,0,04,0c,0,1,0,0,1,0,1
503,503,0,2,2,0,04,0d,0,1,0,0,1,0,1
504,504,0,2,2,0,04,0e,0,1,0,0,1,0,1
505,505,0,2,2,0,04,0f,0,1,0,0,1,0,1
506,506,0,2,2,0,05,00,0,1,0,0,1,0,1
507,507,0,2,2,0,05,01,0,1,0,0,1,0,1
508,508,0,2,2,0,05,02,0,1,0,0,1,0,1
509,509,0,2,2,0,05,03,0,1,0,0,1,0,1
510,510,0,2,2,0,05,04,0,1,0,0,1,0,1
511,511,0,2,2,0,05,05,0,1,0,0,1,0,1
512,512,1,2,2,0,05,06,0,1,0,0,1,1,1
513,513,0,2,2,0,05,07,0,1,0,0,1,1,1
514,514,0,2,2,0,05,08,0,1,0,0,1,1,1
515,515,0,2,2,0,05,09,0,1,0,0,1,1,1
516,516,0,2,2,0,05,0a,0,1,0,0,1,1,1
517,517,0,2,2,0,05,0b,0,1,0,0,1,1,1
518,518,0,2,2,0,05,0c,0,1,0,0,1,1,1
519,519,0,2,2,0,05,0d,0,1,0,0,1,1,1
520,520,0,2,2,0,05,0e,0,1,0,0,1,1,1
521,521,0,2,2,0,05,0f,0,1,0,0,1,1,1
522,522,0,2,2,0,06,00,0,1,0,0,1,1,1
523,523,0,2,2,0,06,01,0,1,0,0,1,1,1
524,524,0,2,2,0,06,02,0,1,0,0,1,1,1
525,525,0,2,2,0,06,03,0,1,0,0,1,1,1
526,526,0,2,2,0,06,04,0,1,0,0,1,1,1
527,527,0,2,2,0,06,05,0,1,0,0,1,1,1
528,528,0,2,2,0,06,06,0,1,0,0,1,1,1
529,529,0,2,2,0,06,07,0,1,0,0,1,1,1
530,530,0,2,2,0,06,08,0,1,0,0,1,1,1
531,531,0,2,2,0,06,09,0,1,0,0,1,1,1
532,532,0,2,2,0,06,0a,0,1,0,0,1,1,1
533,533,0,2,2,0,06,0b,0,1,0,0,1,1,1
534,534,0,2,2,0,06,0c,0,1,0,0,1,1,1
535,535,0,2,2,0,06,0d,0,1,0,0,1,1,1
536,536,0,2,2,0,06,0e,0,1,0,0,1,1,1
537,537,0,2,2,0,06,0f,0,1,0,0,1,1,1
538,538,0,2,2,0,07,00,0,1,0,0,1,1,1
539,539,0,2,2,0,07,01,0,1,0,0,1,1,1
540,540,0,2,2,0,07,02,0,1,0,0,1,1,1
541,541,0,2,2,0,07,03,0,1,0,0,1,1,1
542,542,0,2,2,0,07,04,0,1,0,0,1,1,1
543,543,0,2,2,0,07,05,0,1,0,0,1,1,1
544,544,0,2,2,0,07,06,0,1,0,0,1,1,1
545,545,0,2,2,0,07,07,0,1,0,0,1,1,1
546,546,0,2,2,0,07,08,0,1,0,0,1,1,1
547,547,0,2,2,0,07,09,0,1,0,0,1,1,1
548,548,0,2,2,0,07,0a,0,1,0,0,1,1,1
549,549,0,2,2,0,07,0b,0,1,0,0,1,1,1
550,550,0,2,2,0,07,0c,0,1,0,0,1,1,1
551,551,0,2,2,0,07,0d,0,1,0,0,1,1,1
552,552,0,2,2,0,07,0e,0,1,0,0,1,1,1
553,553,0,2,2,0,07,0f,0,1,0,0,1,1,1
554,554,0,2,2,0,08,00,0,1,0,0,1,1,1
555,555,0,2,2,0,08,01,0,1,0,0,1,1,1
556,556,0,2,2,0,08,02,0,1,0,0,1,1,1
557,557,0,2,2,0,08,03,0,1,0,0,1,1,1
558,558,0,2,2,0,08,04,0,1,0,0,1,1,1
559,559,0,2,2,0,08,05,0,1,0,0,1,1,1
560,560,0,2,2,0,08,06,0,1,0,0,1,1,1
561,561,0,2,2,0,08,07,0,1,0,0,1,1,1
562,562,0,2,2,0,08,08,0,1,0,0,1,1,1
563,563,0,2,2,0,08,09,0,1,0,0,1,1,1
564,564,0,2,2,0,08,0a,0,1,0,0,1,1,1
565,565,0,2,2,0,08,0b,0,1,0,0,1,1,1
566,566,0,2,2,0,08,0c,0,1,0,0,1,1,1
567,567,0,2,2,0,08,0d,0,1,0,0,1,1,1
568,568,0,2,2,0,08,0e,0,1,0,0,1,1,1
569,569,0,2,2,0,08,0f,0,1,0,0,1,1,1
570,570,0,2,2,0,09,00,0,1,0,0,1,1,1
571,571,0,2,2,0,09,01,0,1,0,0,1,1,1
572,572,0,2,2,0,09,02,0,1,0,0,1,1,1
573,573,0,2,2,0,09,03,0,1,0,0,1,1,1
574,574,0,2,2,0,09,04,0,1,0,0,1,1,1
575,575,0,2,2,0,09,05,0,1,0,0,1,1,1
576,576,0,2,2,0,09,06,0,1,0,0,1,1,1
577,577,0,2,2,0,09,07,0,1,0,0,1,1,1
578,578,0,2,2,0,09,08,0,1,0,0,1,1,1
579,579,0,2,2,0,09,09,0,1,0,0,1,1,1
580,580,0,2,2,0,09,0a,0,1,0,0,1,1,1
581,581,0,2,2,0,09,0b,0,1,0,0,1,1,1
582,582,0,2,2,0,09,0c,0,1,0,0,1,1,1
583,583,0,2,2,0,09,0d,0,1,0,0,1,1,1
584,584,0,2,2,0,09,0e,0,1,0,0,1,1,1
585,585,0,2,2,0,09,0f,0,1,0,0,1,1,1
586,586,0,2,2,0,0a,00,0,1,0,0,1,1,1
587,587,0,2,2,0,0a,01,0,1,0,0,1,1,1
588,588,0,2,2,0,0a,02,0,1,0,0,1,1,1
589,589,0,2,2,0,0a,03,0,1,0,0,1,1,1
590,590,0,2,2,0,0a,04,0,1,0,0,1,1,1
591,591,0,2,2,0,0a,05,0,1,0,0,1,1,1
592,592,0,2,2,0,0a,06,0,1,0,0,1,1,1
593,593,0,2,2,0,0a,07,0,1,0,0,1,1,1
594,594,0,2,2,0,0a,08,0,1,0,0,1,1,1
595,595,0,2,2,0,0a,09,0,1,0,0,1,1,1
596,596,0,2,2,0,0a,0a,0,1,0,0,1,1,1
597,597,0,2,2,0,0a,0b,0,1,0,0,1,1,1
598,598,0,2,2,0,0a,0c,0,1,0,0,1,1,1
599,599,0,2,2,0,0a,0d,0,1,0,0,1,1,1
600,600,0,2,2,0,0a,0e,0,1,0,0,1,1,1
601,601,0,2,2,0,0a,0f,0,1,0,0,1,1,1
602,602,0,2,2,0,0b,00,0,1,0,0,1,1,1
603,603,0,2,2,0,0b,01,0,1,0,0,1,1,1
604,604,0,2,2,0,0b,02,0,1,0,0,1,1,1
605,605,0,2,2,0,0b,03,0,1,0,0,1,1,1
606,606,0,2,2,0,0b,04,0,1,0,0,1,1,1
607,607,0,2,2,0,0b,05,0,1,0,0,1,1,1
608,608,0,2,2,0,0b,06,0,1,0,0,1,1,1
609,609,0,2,2,0,0b,07,0,1,0,0,1,1,1
610,610,0,2,2,0,0b,08,0,1,0,0,1,1,1
611,611,0,2,2,0,0b,09,0,1,0,0,1,1,1
612,612,0,2,2,0,0b,0a,0,1,0,0,1,1,1
613,613,0,2,2,0,0b,0b,0,1,0,0,1,1,1
614,614,0,2,2,0,0b,0c,0,1,0,0,1,1,1
615,615,0,2,2,0,0b,0d,0,1,0,0,1,1,1
616,616,0,2,2,0,0b,0e,0,1,0,0,1,1,1
617,617,0,2,2,0,0b,0f,0,1,0,0,1,1,1
618,618,0,2,2,0,0c,00,0,1,0,0,1,1,1
619,619,0,2,2,0,0c,01,0,1,0,0,1,1,1
620,620,0,2,2,0,0c,02,0,1,0,0,1,1,1
621,621,0,2,2,0,0c,03,0,1,0,0,1,1,1
622,622,0,2,2,0,0c,04,0,1,0,0,1,1,1
623,623,0,2,2,0,0c,05,0,1,0,0,1,1,1
624,624,0,2,2,0,0c,06,0,1,0,0,1,1,1
625,625,0,2,2,0,0c,07,0,1,0,0,1,1,1
626,626,0,2,2,0,0c,08,0,1,0,0,1,1,1
627,627,0,2,2,0,0c,09,0,1,0,0,1,1,1
628,628,0,2,2,0,0c,0a,0,1,0,0,1,1,1
629,629,0,2,2,0,0c,0b,0,1,0,0,1,1,1
630,630,0,2,2,0,0c,0c,0,1,0,0,1,1,1
631,631,0,2,2,0,0c,0d,0,1,0,0,1,1,1
632,632,0,2,2,0,0c,0e,0,1,0,0,1,1,1
633,633,0,2,2,0,0c,0f,0,1,0,0,1,1,1
634,634,0,2,2,0,0d,00,0,1,0,0,1,1,1
635,635,0,2,2,0,0d,01,0,1,0,0,1,1,1
636,636,0,2,2,0,0d,02,0,1,0,0,1,1,1
637,637,0,2,2,0,0d,03,0,1,0,0,1,1,1
638,638,0,2,2,0,0d,04,0,1,0,0,1,1,1
639,639,0,2,2,0,0d,05,0,1,0,0,1,1,1
640,640,0,2,2,0,0d,06,0,1,0,0,1,1,1
641,641,0,2,2,0,0d,07,0,1,0,0,1,1,1
642,642,0,2,2,0,0d,08,0,1,0,0,1,1,1
643,643,0,2,2,0,0d,09,0,1,0,0,1,1,1
644,644,0,2,2,0,0d,0a,0,1,0,0,1,1,1
645,645,0,2,2,0,0d,0b,0,1,0,0,1,1,1
646,646,0,2,2,0,0d,0c,0,1,0,0,1,1,1
647,647,0,2,2,0,0d,0d,0,1,0,0,1,1,1
648,648,0,2,2,0,0d,0e,0,1,0,0,1,1,1
649,649,0,2,2,0,0d,0f,0,1,0,0,1,1,1
650,650,0,2,2,0,0e,00,0,1,0,0,1,1,1
651,651,0,2,2,0,0e,01,0,1,0,0,1,1,1
652,652,0,2,2,0,0e,02,0,1,0,0,1,1,1
653,653,0,2,2,0,0e,03,0,1,0,0,1,1,1
654,654,0,2,2,0,0e,04,0,1,0,0,1,1,1
655,655,0,2,2,0,0e,05,0,1,0,0,1,1,1
656,656,0,2,2,0,0e,06,0,1,0,0,1,1,1
657,657,0,2,2,0,0e,07,0,1,0,0,1,1,1
658,658,0,2,2,0,0e,08,0,1,0,0,1,1,1
659,659,0,2,2,0,0e,09,0,1,0,0,1,1,1
660,660,0,2,2,0,0e,0a,0,1,0,0,1,1,1
661,661,0,2,2,0,0e,0b,0,1,0,0,1,1,1
662,662,0,2,2,0,0e,0c,0,1,0,0,1,1,1
663,663,0,2,2,0,0e,0d,0,1,0,0,1,1,1
664,664,0,2,2,0,0e,0e,0,1,0,0,1,1,1
665,665,0,2,2,0,0e,0f,0,1,0,0,1,1,1
666,666,0,2,2,0,0f,00,0,1,0,0,1,1,1
667,667,0,2,2,0,0f,01,0,1,0,0,1,1,1
668,668,0,2,2,0,0f,02,0,1,0,0,1,1,1
669,669,0,2,2,0,0f,03,0,1,0,0,1,1,1
670,670,0,2,2,0,0f,04,0,1,0,0,1,1,1
671,671,0,2,2,0,0f,05,0,1,0,0,1,1,1
672,672,0,2,2,0,0f,06,0,1,0,0,1,1,1
673,673,0,2,2,0,0f,07,0,1,0,0,1,1,1
674,674,0,2,2,0,0f,08,0,1,0,0,1,1,1
675,675,0,2,2,0,0f,09,0,1,0,0,1,1,1
676,676,0,2,2,0,0f,0a,0,1,0,0,1,1,1
677,677,0,2,2,0,0f,0b,0,1,0,0,1,1,1
678,678,0,2,2,0,0f,0c,0,1,0,0,1,1,1
679,679,0,2,2,0,0f,0d,0,1,0,0,1,1,1
680,680,0,2,2,0,0f,0e,0,1,0,0,1,1,1
681,681,0,2,2,0,0f,0f,0,1,0,0,1,1,1
682,682,0,2,2,0,10,00,0,1,0,0,1,1,1
683,683,0,2,2,0,10,01,0,1,0,0,1,1,1
684,684,0,2,2,0,10,02,0,1,0,0,1,1,1
685,685,0,2,2,0,10,03,0,1,0,0,1,1,1
686,686,0,2,2,0,10,04,0,1,0,0,1,1,1
687,687,0,2,2,0,10,05,0,1,0,0,1,1,1
688,688,0,2,2,0,10,06,0,1,0,0,1,1,1
689,689,0,2,2,0,10,07,0,1,0,0,1,1,1
690,690,0,2,2,0,10,08,0,1,0,0,1,1,1
691,691,0,2,2,0,10,09,0,1,0,0,1,1,1
692,692,0,2,2,0,10,0a,0,1,0,0,1,1,1
693,693,0,2,2,0,10,0b,0,1,0,0,1,1,1
694,694,0,2,2,0,10,0c,0,1,0,0,1,1,1
695,695,0,2,2,0,10,0d,0,1,0,0,1,1,1
696,696,0,2,2,0,10,0e,0,1,0,0,1,1,1
697,697,0,2,2,0,10,0f,0,1,0,0,1,1,1
698,698,0,2,2,0,11,00,0,1,0,0,1,1,1
699,699,0,2,2,0,11,01,0,1,0,0,1,1,1
700,700,0,2,2,0,11,02,0,1,0,0,1,1,1
701,701,0,2,2,0,11,03,0,1,0,0,1,1,1
702,702,0,2,2,0,11,04,0,1,0,0,1,1,1
703,703,0,2,2,0,11,05,0,1,0,0,1,1,1
704,704,0,2,2,0,11,06,0,1,0,0,1,1,1
705,705,0,2,2,0,11,07,0,1,0,0,1,1,1
706,706,0,2,2,0,11,08,0,1,0,0,1,1,1
707,707,0,2,2,0,11,09,0,1,0,0,1,1,1
708,708,0,2,2,0,11,0a,0,1,0,0,1,1,1
709,709,0,2,2,0,11,0b,0,1,0,0,1,1,1
710,710,0,2,2,0,11,0c,0,1,0,0,1,1,1
711,711,0,2,2,0,11,0d,0,1,0,0,1,1,1
712,712,0,2,2,0,11,0e,0,1,0,0,1,1,1
713,713,0,2,2,0,11,0f,0,1,0,0,1,1,1
714,714,0,2,2,0,12,00,0,1,0,0,1,1,1
715,715,0,2,2,0,12,01,0,1,0,0,1,1,1
716,716,0,2,2,0,12,02,0,1,0,0,1,1,1
717,717,0,2,2,0,12,03,0,1,0,0,1,1,1
718,718,0,2,2,0,12,04,0,1,0,0,1,1,1
719,719,0,2,2,0,12,05,0,1,0,0,1,1,1
720,720,0,2,2,0,12,06,0,1,0,0,1,1,1
721,721,0,2,2,0,12,07,0,1,0,0,1,1,1
722,722,0,2,2,0,12,08,0,1,0,0,1,1,1
723,723,0,2,2,0,12,09,0,1,0,0,1,1,1
724,724,0,2,2,0,12,0a,0,1,0,0,1,1,1
725,725,0,2,2,0,12,0b,0,1,0,0,1,1,1
726,726,0,2,2,0,12,0c,0,1,0,0,1,1,1
727,727,0,2,2,0,12,0d,0,1,0,0,1,1,1
728,728,0,2,2,0,12,0e,0,1,0,0,1,1,1
729,729,0,2,2,0,12,0f,0,1,0,0,1,1,1
730,730,0,2,2,0,13,00,0,1,0,0,1,1,1
731,731,0,2,2,0,13,01,0,1,0,0,1,1,1
732,732,0,2,2,0,13,02,0,1,0,0,1,1,1
733,733,0,2,2,0,13,03,0,1,0,0,1,1,1
734,734,0,2,2,0,13,04,0,1,0,0,1,1,1
735,735,0,2,2,0,13,05,0,1,0,0,1,1,1
736,736,0,2,2,0,13,06,0,1,0,0,1,1,1
737,737,0,2,2,0,13,07,0,1,0,0,1,1,1
738,738,0,2,2,0,13,08,0,1,0,0,1,1,1
739,739,0,2,2,0,13,09,0,1,0,0,1,1,1
740,740,0,2,2,0,13,0a,0,1,0,0,1,1,1
741,741,0,2,2,0,13,0b,0,1,0,0,1,1,1
742,742,0,2,2,0,13,0c,0,1,0,0,1,1,1
743,743,0,2,2,0,13,0d,0,1,0,0,1,1,1
744,744,0,2,2,0,13,0e,0,1,0,0,1,1,1
745,745,0,2,2,0,13,0f,0,1,0,0,1,1,1
746,746,0,2,2,0,14,00,0,1,0,0,1,1,1
747,747,0,2,2,0,14,01,0,1,0,0,1,1,1
748,748,0,2,2,0,14,02,0,1,0,0,1,1,1
749,749,0,2,2,0,14,03,0,1,0,0,1,1,1
750,750,0,2,2,0,14,04,0,1,0,0,1,1,1
751,751,0,2,2,0,14,05,0,1,0,0,1,1,1
752,752,0,2,2,0,14,06,0,1,0,0,1,1,1
753,753,0,2,2,0,14,07,0,1,0,0,1,1,1
754,754,0,2,2,0,14,08,0,1,0,0,1,1,1
755,755,0,2,2,0,14,09,0,1,0,0,1,1,1
756,756,0,2,2,0,14,0a,0,1,0,0,1,1,1
757,757,0,2,2,0,14,0b,0,1,0,0,1,1,1
758,758,0,2,2,0,14,0c,0,1,0,0,1,1,1
759,759,0,2,2,0,14,0d,0,1,0,0,1,1,1
760,760,0,2,2,0,14,0e,0,1,0,0,1,1,1
761,761,0,2,2,0,14,0f,0,1,0,0,1,1,1
762,762,0,2,2,0,15,00,0,1,0,0,1,1,1
763,763,0,2,2,0,15,01,0,1,0,0,1,1,1
764,764,0,2,2,0,15,02,0,1,0,0,1,1,1
765,765,0,2,2,0,15,03,0,1,0,0,1,1,1
766,766,0,2,2,0,15,04,0,1,0,0,1,1,1
767,767,0,2,2,0,15,05,0,1,0,0,1,1,1
768,768,0,2,2,0,15,06,0,1,0,0,1,1,1
769,769,0,2,2,0,15,07,0,1,0,0,1,1,1
770,770,0,2,2,0,15,08,0,1,0,0,1,1,1
771,771,0,2,2,0,15,09,0,1,0,0,1,1,1
772,772,0,2,2,0,15,0a,0,1,0,0,1,1,1
773,773,0,2,2,0,15,0b,0,1,0,0,1,1,1
774,774,0,2,2,0,15,0c,0,1,0,0,1,1,1
775,775,0,2,2,0,15,0d,0,1,0,0,1,1,1
776,776,0,2,2,0,15,0e,0,1,0,0,1,1,1
777,777,0,2,2,0,15,0f,0,1,0,0,1,1,1
778,778,0,2,2,0,16,00,0,1,0,0,1,1,1
779,779,0,2,2,0,16,01,0,1,0,0,1,1,1
780,780,0,2,2,0,16,02,0,1,0,0,1,1,1
781,781,0,2,2,0,16,03,0,1,0,0,1,1,1
782,782,0,2,2,0,16,04,0,1,0,0,1,1,1
783,783,0,2,2,0,16,05,0,1,0,0,1,1,1
784,784,0,2,2,0,16,06,0,1,0,0,1,1,1
785,785,0,2,2,0,16,07,0,1,0,0,1,1,1
786,786,0,2,2,0,16,08,0,1,0,0,1,1,1
787,787,0,2,2,0,16,09,0,1,0,0,1,1,1
788,788,0,2,2,0,16,0a,0,1,0,0,1,1,1
789,789,0,2,2,0,16,0b,0,1,0,0,1,1,1
790,790,0,2,2,0,16,0c,0,1,0,0,1,1,1
791,791,0,2,2,0,16,0d,0,1,0,0,1,1,1
792,792,0,2,2,0,16,0e,0,1,0,0,1,1,1
793,793,0,2,2,0,16,0f,0,1,0,0,1,1,1
794,794,0,2,2,0,17,00,0,1,0,0,1,1,1
795,795,0,2,2,0,17,01,0,1,0,0,1,1,1
796,796,0,2,2,0,17,02,0,1,0,0,1,1,1
797,797,0,2,2,0,17,03,0,1,0,0,1,1,1
798,798,0,2,2,0,17,04,0,1,0,0,1,1,1
799,799,0,2,2,0,17,05,0,1,0,0,1,1,1
800,800,0,2,2,0,17,06,0,1,0,0,1,1,1
801,801,0,2,2,0,17,07,0,1,0,0,1,1,1
802,802,0,2,2,0,17,08,0,1,0,0,1,1,1
803,803,0,2,2,0,17,09,0,1,0,0,1,1,1
804,804,0,2,2,0,17,0a,0,1,0,0,1,1,1
805,805,0,2,2,0,17,0b,0,1,0,0,1,1,1
806,806,0,2,2,0,17,0c,0,1,0,0,1,1,1
807,807,0,2,2,0,17,0d,0,1,0,0,1,1,1
808,808,0,2,2,0,17,0e,0,1,0,0,1,1,1
809,809,0,2,2,0,17,0f,0,1,0,0,1,1,1
810,810,0,2,2,0,18,00,0,1,0,0,1,1,1
811,811,0,2,2,0,18,01,0,1,0,0,1,1,1
812,812,0,2,2,0,18,02,0,1,0,0,1,1,1
813,813,0,2,2,0,18,03,0,1,0,0,1,1,1
814,814,0,2,2,0,18,04,0,1,0,0,1,1,1
815,815,0,2,2,0,18,05,0,1,0,0,1,1,1
816,816,0,2,2,0,18,06,0,1,0,0,1,1,1
817,817,0,2,2,0,18,07,0,1,0,0,1,1,1
818,818,0,2,2,0,18,08,0,1,0,0,1,1,1
819,819,0,2,2,0,18,09,0,1,0,0,1,1,1
820,820,0,2,2,0,18,0a,0,1,0,0,1,1,1
821,821,0,2,2,0,18,0b,0,1,0,0,1,1,1
822,822,0,2,2,0,18,0c,0,1,0,0,1,1,1
823,823,0,2,2,0,18,0d,0,1,0,0,1,1,1
824,824,0,2,2,0,18,0e,0,1,0,0,1,1,1
825,825,0,2,2,0,18,0f,0,1,0,0,1,1,1
826,826,0,2,2,0,19,00,0,1,0,0,1,1,1
827,827,0,2,2,0,19,01,0,1,0,0,1,1,1
828,828,0,2,2,0,19,02,0,1,0,0,1,1,1
829,829,0,2,2,0,19,03,0,1,0,0,1,1,1
830,830,0,2,2,0,19,04,0,1,0,0,1,1,1
831,831,0,2,2,0,19,05,0,1,0,0,1,1,1
832,832,0,2,2,0,19,06,0,1,0,0,1,1,1
833,833,0,2,2,0,19,07,0,1,0,0,1,1,1
834,834,0,2,2,0,19,08,0,1,0,0,1,1,1
835,835,0,2,2,0,19,09,0,1,0,0,1,1,1
836,836,0,2,2,0,19,0a,0,1,0,0,1,1,1
837,837,0,2,2,0,19,0b,0,1,0,0,1,1,1
838,838,0,2,2,0,19,0c,0,1,0,0,1,1,1
839,839,0,2,2,0,19,0d,0,1,0,0,1,1,1
840,840,0,2,2,0,19,0e,0,1,0,0,1,1,1
841,841,0,2,2,0,19,0f,0,1,0,0,1,1,1
842,842,0,2,2,0,1a,00,0,1,0,0,1,1,1
843,843,0,2,2,0,1a,01,0,1,0,0,1,1,1
844,844,0,2,2,0,1a,02,0,1,0,0,1,1,1
845,845,0,2,2,0,1a,03,0,1,0,0,1,1,1
846,846,0,2,2,0,1a,04,0,1,0,0,1,1,1
847,847,0,2,2,0,1a,05,0,1,0,0,1,1,1
848,848,0,2,2,0,1a,06,0,1,0,0,1,1,1
849,849,0,2,2,0,1a,07,0,1,0,0,1,1,1
850,850,0,2,2,0,1a,08,0,1,0,0,1,1,1
851,851,0,2,2,0,1a,09,0,1,0,0,1,1,1
852,852,0,2,2,0,1a,0a,0,1,0,0,1,1,1
853,853,0,2,2,0,1a,0b,0,1,0,0,1,1,1
854,854,0,2,2,0,1a,0c,0,1,0,0,1,1,1
855,855,0,2,2,0,1a,0d,0,1,0,0,1,1,1
856,856,0,2,2,0,1a,0e,0,1,0,0,1,1,1
857,857,0,2,2,0,1a,0f,0,1,0,0,1,1,1
858,858,0,2,2,0,1b,00,0,1,0,0,1,1,1
859,859,0,2,2,0,1b,01,0,1,0,0,1,1,1
860,860,0,2,2,0,1b,02,0,1,0,0,1,1,1
861,861,0,2,2,0,1b,03,0,1,0,0,1,1,1
862,862,0,2,2,0,1b,04,0,1,0,0,1,1,1
863,863,0,2,2,0,1b,05,0,1,0,0,1,1,1
864,864,0,2,2,0,1b,06,0,1,0,0,1,1,1
865,865,0,2,2,0,1b,07,0,1,0,0,1,1,1
866,866,0,2,2,0,1b,08,0,1,0,0,1,1,1
867,867,0,2,2,0,1b,09,0,1,0,0,1,1,1
868,868,0,2,2,0,1b,0a,0,1,0,0,1,1,1
869,869,0,2,2,0,1b,0b,0,1,0,0,1,1,1
870,870,0,2,2,0,1b,0c,0,1,0,0,1,1,1
871,871,0,2,2,0,1b,0d,0,1,0,0,1,1,1
872,872,0,2,2,0,1b,0e,0,1,0,0,1,1,1
873,873,0,2,2,0,1b,0f,0,1,0,0,1,1,1
874,874,0,2,2,0,1c,00,0,1,0,0,1,1,1
875,875,0,2,2,0,1c,01,0,1,0,0,1,1,1
876,876,0,2,2,0,1c,02,0,1,0,0,1,1,1
877,877,0,2,2,0,1c,03,0,1,0,0,1,1,1
878,878,0,2,2,0,1c,04,0,1,0,0,1,1,1
879,879,0,2,2,0,1c,05,0,1,0,0,1,1,1
880,880,0,2,2,0,1c,06,0,1,0,0,1,1,1
881,881,0,2,2,0,1c,07,0,1,0,0,1,1,1
882,882,0,2,2,0,1c,08,0,1,0,0,1,1,1
883,883,0,2,2,0,1c,09,0,1,0,0,1,1,1
884,884,0,2,2,0,1c,0a,0,1,0,0,1,1,1
885,885,0,2,2,0,1c,0b,0,1,0,0,1,1,1
886,886,0,2,2,0,1c,0c,0,1,0,0,1,1,1
887,887,0,2,2,0,1c,0d,0,1,0,0,1,1,1
888,888,0,2,2,0,1c,0e,0,1,0,0,1,1,1
889,889,0,2,2,0,1c,0f,0,1,0,0,1,1,1
890,890,0,2,2,0,1d,00,0,1,0,0,1,1,1
891,891,0,2,2,0,1d,01,0,1,0,0,1,1,1
892,892,0,2,2,0,1d,02,0,1,0,0,1,1,1
893,893,0,2,2,0,1d,03,0,1,0,0,1,1,1
894,894,0,2,2,0,1d,04,0,1,0,0,1,1,1
895,895,0,2,2,0,1d,05,0,1,0,0,1,1,1
896,896,0,2,2,0,1d,06,0,1,0,0,1,1,1
897,897,0,2,2,0,1d,07,0,1,0,0,1,1,1
898,898,0,2,2,0,1d,08,0,1,0,0,1,1,1
899,899,0,2,2,0,1d,09,0,1,0,0,1,1,1
900,900,0,2,2,0,1d,0a,0,1,0,0,1,1,1
901,901,0,2,2,0,1d,0b,0,1,0,0,1,1,1
902,902,0,2,2,0,1d,0c,0,1,0,0,1,1,1
903,903,0,2,2,0,1d,0d,0,1,0,0,1,1,1
904,904,0,2,2,0,1d,0e,0,1,0,0,1,1,1
905,905,0,2,2,0,1d,0f,0,1,0,0,1,1,1
906,906,0,2,2,0,1e,00,0,1,0,0,1,1,1
907,907,0,2,2,0,1e,01,0,1,0,0,1,1,1
908,908,0,2,2,0,1e,02,0,1,0,0,1,1,1
909,909,0,2,2,0,1e,03,0,1,0,0,1,1,1
910,910,0,2,2,0,1e,04,0,1,0,0,1,1,1
911,911,0,2,2,0,1e,05,0,1,0,0,1,1,1
912,912,0,2,2,0,1e,06,0,1,0,0,1,1,1
913,913,0,2,2,0,1e,07,0,1,0,0,1,1,1
914,914,0,2,2,0,1e,08,0,1,0,0,1,1,1
